study_hours,attendance,previous_marks,assignments,sleep_hours,mental_stress,parent_involvement,result
1.5668318,0.7643612,42.1218278,55.45587,7.0925117,4.764189,7.807685,0
0.52345645,0.71782166,65.400288,49.907104,6.216832,4.90466,3.1722496,0
1.7058898,0.75616276,70.4933552,55.50219,7.4092336,4.2200975,4.1565433,1
0.4044985,0.55542016,56.230629799999996,25.462803,6.5977683,4.6314535,4.3023815,0
2.3269188,0.6349599,73.12829980000001,41.379276,6.6186466,6.2482605,4.292299,1
3.4802687,0.7481044,67.523574,74.28998,3.717905,6.6893196,3.9728754,1
4.0898085,0.86441565,76.409552,82.417694,7.8699627,2.8755906,6.3198843,1
4.224305,0.781016,72.594308,75.151695,6.863535,3.7866163,5.5651813,1
2.9829538,0.53497607,56.77789680000001,40.7764,7.8060875,4.999679,5.4470534,1
3.0102658,0.70717055,76.98761900000001,65.206764,7.945645,6.9216814,5.655667,1
2.2891846,0.8932823,69.50275000000002,69.781456,5.982298,7.0327992,3.7554665,1
2.635813,0.72932184,70.85525579999998,69.8473,8.88581,6.3538527,4.9936037,1
3.9000206,0.7605329,58.17150139999999,74.06908,7.1692286,6.579891,5.450247,1
1.8560437,0.72222745,70.5548716,57.457077,6.4039273,4.595301,3.5476713,0
5.0396214,0.8640686,55.3274146,72.828094,4.1222043,7.1968255,6.844247,1
0.0010798457,0.6388989,65.6458508,48.10801,7.169368,5.3283834,5.2299223,1
2.120299,0.80791456,84.26911179999999,63.15517,8.89124,3.150709,3.9293828,1
0.17774886,0.5643298,50.048714200000006,43.61061,7.302381,5.818316,5.9197464,1
1.4771962,0.6192535,50.0596798,33.46488,6.650686,5.0167127,5.6009135,1
4.5563955,0.8729369,81.673889,55.697334,5.5650053,6.1612387,3.8064053,1
1.6832846,0.5362671,66.937445,42.20746,7.3699102,4.342911,6.1912303,1
3.5463443,0.9163619,59.5590682,90.98676,6.622342,4.7384734,2.0870767,1
3.4798682,0.6733939,83.5934872,31.029118,4.478621,3.5414112,4.791276,1
2.6183777,0.7121801,65.3241754,62.054863,6.806675,3.3859098,4.083688,0
3.565134,0.6828024,90.54325220000001,77.182655,5.4374156,5.6281095,5.025954,1
5.134009,0.8139503,76.8613412,67.46889,7.2928643,4.303017,5.6442943,1
3.2838302,0.9223338,67.1994646,68.0734,7.270706,8.138344,5.2226686,1
2.4583921,0.6481038,85.63529620000001,51.682564,7.52268,5.1730967,3.5366247,1
5.4456463,0.86305666,62.5417368,71.09224,8.984142,3.5247285,3.8535075,1
2.7383866,0.92130446,72.4811888,76.4826,8.210564,5.1735735,5.1064343,1
2.770071,0.7608911,78.2289578,55.783157,7.9011836,4.275732,5.869598,1
3.2154171,0.82597095,84.044352,77.93886,6.5773077,5.702031,4.0948563,1
2.499426,0.8497897,78.1599228,74.0387,6.5370107,3.1566458,4.44556,1
2.627176,0.8018414,68.2265492,67.638145,6.4826193,2.2757628,4.279697,1
3.8424225,0.7731123,59.114982,65.40441,5.740605,6.7646713,6.1546054,0
2.676091,0.74128884,69.44074040000001,73.57642,9.026637,3.8285284,4.6158023,1
1.7169267,0.566372,65.8849682,26.960098,3.6201315,3.0924118,4.2991385,0
2.482549,0.7342477,85.75586200000001,57.26221,8.906602,4.3973765,4.6987457,1
4.533401,1.0,71.93088279999999,107.618385,6.6980324,2.5975258,4.259697,1
3.1552384,0.6423562,65.8018754,49.96938,4.7363305,3.8521688,5.585091,1
3.1754668,0.7675257,71.391904,53.940975,5.496592,4.2390437,6.6438527,1
3.359541,0.8001294,57.4209122,79.985794,5.4084883,3.5244136,6.1398597,0
2.489515,0.6611319,61.437718800000006,60.20593,7.626111,6.0810714,4.064917,0
2.768417,0.62769204,80.6990718,68.291145,7.5408826,4.89996,6.2572474,1
1.334048,0.7447565,61.5305766,61.82209,6.9705114,5.5784407,7.151707,1
3.3819253,0.77166516,58.619403,70.350746,4.704052,4.7330527,3.428265,0
3.5791137,0.83982444,67.3952758,81.56708,7.405497,4.940614,6.5305347,1
0.98261184,0.5566534,77.67639,30.61312,7.093422,5.2610607,4.62921,1
0.94279134,0.61512023,72.528379,18.256289,4.7074246,2.7331836,6.8921046,1
2.6793933,0.90635115,78.748002,53.97101,8.400704,4.584511,5.9333735,1
2.6808064,0.7058802,65.79845660000001,80.313545,5.2589426,5.3185196,4.6691732,0
3.8988714,0.91630787,50.9583266,74.72487,5.319773,6.0794883,6.702664,0
2.45474,0.6929419,81.685106,60.545086,5.697582,5.988739,4.466251,1
2.6874878,0.8611772,67.8918008,67.089615,6.8668485,6.02429,5.943414,1
5.3579087,0.78856313,65.1146816,92.72184,6.1355543,6.3391495,3.4626245,1
2.4246788,0.7562978,82.678332,50.188156,9.08076,6.251696,5.1273637,1
0.98736435,0.7086933,76.209893,74.580574,5.960111,4.1829457,7.1838427,1
3.150816,0.821534,81.1927822,62.508205,5.623443,3.7716086,4.193471,1
1.4012336,0.73728216,94.15156280000001,65.49368,7.213421,3.7609124,5.092303,1
1.9884374,0.75964975,61.356565,60.823147,4.1817217,5.9803824,3.820613,0
2.5548067,0.7834118,84.116208,54.189903,7.176685,4.459647,5.65046,1
1.6765233,0.7557759,72.03896900000001,50.577618,6.455469,7.4545994,4.0801153,1
4.2359695,0.94323015,69.3660266,79.52798,6.5572805,4.6211977,5.967725,1
0.5174426,0.62576634,82.94530519999999,28.581663,5.262216,4.957879,5.222689,1
3.6056457,0.8552218,72.06482679999999,83.780624,6.803621,4.123044,6.106481,1
1.679621,0.8342001,77.37951480000001,69.23562,5.1249375,5.807608,4.686539,1
1.814288,0.7439651,82.134322,52.80643,4.6547365,6.4260273,4.5194683,1
0.89021057,0.6793116,65.16074219999999,56.171795,6.353953,7.0553975,7.50992,1
3.7678113,0.7275276,59.7504082,82.96344,5.0956416,4.734305,4.3535113,1
0.0,0.46758863,52.282579,26.576387,7.21905,4.4928727,8.438894,1
2.585687,0.84059197,45.2272472,84.098206,8.772578,5.641041,3.0516589,0
0.85248053,0.67717975,85.41840900000001,41.847477,6.042492,5.058647,5.7512083,1
4.269254,0.89045835,61.0052778,93.6755,7.3990355,2.9388447,3.4380817,0
2.1969836,0.6420927,63.704110400000005,29.813456,5.780273,5.786997,5.2475295,1
2.949812,0.88094383,62.84317020000001,57.49291,7.2458878,4.5121055,6.231718,1
1.9538686,0.64954305,72.4140224,54.57471,5.8351855,2.8936956,4.6599784,1
2.0222454,0.7752282,75.8484674,56.554752,8.66014,2.8326902,3.2146497,1
0.40527648,0.6448434,75.38116620000001,30.92467,4.2864237,7.5600257,5.2179856,1
3.2983725,0.8335351,62.215903600000004,77.93598,5.9297295,3.74833,4.886108,1
3.0334766,0.6986624,69.8154548,63.211704,7.420427,7.4913726,6.5617876,1
3.231319,0.95191646,70.59239899999999,65.446846,7.583238,5.2893305,4.7680225,1
2.489492,0.77533233,68.40026479999999,43.66421,7.2246757,5.349979,2.5128205,0
2.246451,0.9277932,83.00364200000001,62.15256,5.7703934,5.122138,5.9257464,1
2.525698,0.6525351,72.505844,62.59526,8.814582,5.4833164,5.165382,1
0.55687696,0.51441383,73.02144000000001,18.424232,9.149451,3.2702413,6.6950626,1
3.3141658,0.69940096,71.2250028,46.772552,4.4473505,3.4099715,4.5797234,1
1.5227841,0.7279074,82.288988,56.786697,8.327385,5.232315,5.570631,1
2.989681,0.7790155,69.51342100000002,56.765667,5.4350905,3.0382288,5.0966506,1
1.4818168,0.6968965,50.4458844,21.694157,7.616296,2.5886188,5.2904434,0
2.3244016,0.6963674,71.4963856,76.16607,6.437583,5.098301,2.1316478,1
3.3375952,0.71828467,65.33843479999999,81.33739,5.056782,3.643487,7.885177,1
2.5509202,0.77693725,62.3352342,74.18885,6.2011175,3.5024533,3.6662219,1
2.9367828,0.8426014,74.646062,59.64035,7.057332,6.678524,3.634145,1
3.9619658,0.7608929,72.9839838,68.10345,4.9303007,5.978738,6.9675813,1
2.4278808,0.78813875,66.6787264,65.75374,5.451202,4.917543,7.6881766,1
3.5437386,0.5977852,70.0123266,37.279285,7.1919727,4.8623505,6.9237714,1
4.5672164,0.76894563,83.95826819999999,57.48073,7.206286,6.8341837,3.5786068,1
3.1448727,0.7894819,68.7998542,67.58697,5.3926983,4.765723,6.584171,1
4.9332275,0.9034801,94.9002512,83.18186,8.215087,5.0024257,4.6673374,1
3.9791036,0.81128913,73.2350886,71.59382,6.690873,4.6817784,5.2190886,1
1.6017247,0.6024163,45.00641459999999,62.915276,6.5523105,6.0076575,4.807854,1
2.9261756,0.82636094,75.736433,55.605484,8.19477,4.5774655,6.087534,1
2.833093,0.8163078,68.730508,59.54115,3.0,5.5582247,3.3902931,1
2.8501709,0.74357027,81.0231154,75.01017,5.020319,3.5783525,4.11761,1
0.0,0.51511836,70.2198056,12.732467,7.7070565,6.7787867,4.521536,1
2.3692856,0.7733545,67.074881,44.461422,5.665731,4.4307647,4.8142285,1
4.9033637,0.9031194,60.2607116,70.65659,8.935596,6.1190033,8.453094,1
4.445735,0.8060648,59.3583836,68.43401,9.987464,6.372861,5.374298,1
2.9107306,0.79548794,61.8110498,65.669304,4.035176,5.3028913,5.188127,0
0.23202427,0.66492105,55.0682364,47.747513,4.725506,6.7198796,7.204885,1
3.5097086,0.8408362,81.27577880000001,97.66913,6.0945053,2.3583415,3.8669758,1
2.874673,0.79038596,85.175758,78.29934,7.147502,2.6453567,10.0,1
3.6242526,0.7247598,72.2887252,46.01874,5.2739205,5.639561,7.0428214,1
2.9571106,0.7374428,52.87317040000001,70.29335,4.383334,3.4111176,4.5682807,0
1.8804018,0.61891574,76.1760608,38.465794,9.161562,6.804273,6.431996,1
4.8542333,0.7231252,82.8787638,84.10648,5.611096,4.854933,5.7876105,1
2.9311442,0.81627464,59.53788519999999,69.64794,6.404272,6.249797,4.9143033,1
2.3983767,0.7141033,64.46304540000001,39.33719,7.371846,6.0347443,6.35565,1
2.6990812,0.7197277,68.93851380000001,55.524014,6.0826597,3.0916896,4.2931867,1
2.9239788,0.75756395,59.838437,76.903656,6.9922466,4.6550045,2.840679,0
2.3123121,0.5796334,73.812527,32.071953,5.0545673,6.0230074,2.5758479,1
0.4283384,0.7107006,64.0750004,43.69034,3.0125468,4.940216,2.9934669,1
3.206394,0.628093,69.468354,49.725365,6.899293,3.2447903,5.5094624,1
2.4487932,0.8850346,63.8524958,87.22133,6.62832,3.9686396,6.04835,0
5.025953,0.897516,65.55718200000001,82.39723,7.4992867,2.9728615,3.8340485,0
2.638491,0.67309934,69.424792,32.372917,5.5891085,3.388882,4.5364113,1
4.2249813,0.9134544,62.175184,87.356705,6.081374,7.0075493,4.8375916,1
2.3627427,0.65807974,83.6305752,49.156647,5.143477,3.0352447,3.8599498,1
2.8901184,0.7211482,63.1533964,64.62688,6.2623377,6.021788,2.499735,0
2.8115168,0.8179632,70.8033612,59.277374,6.989203,5.1018553,7.28681,1
2.5685563,0.6648038,80.511776,41.58693,7.0452156,3.3887813,4.9205294,1
1.4071666,0.68408585,59.4558178,46.655037,4.8559036,4.135578,6.1074395,1
2.2974796,0.6865922,51.726123199999996,55.311832,8.1168165,6.9383245,2.1567535,0
1.8052942,0.7704119,49.92348539999999,58.919098,6.801022,6.0422897,6.0414896,1
2.656577,0.6658774,77.0456774,54.676903,7.0918293,7.0817866,5.4756494,1
5.167502,1.0,63.0759522,85.69901,5.8899794,6.4899487,5.2313886,1
4.7742586,0.8523382,94.0110052,73.58827,7.840876,6.7315936,3.321314,1
1.296912,0.7330428,56.951646000000004,54.609684,7.3937225,6.0273266,5.3088503,1
0.63758314,0.6698083,67.36012860000001,58.403538,5.975632,4.040543,5.251057,1
4.7202864,0.81817347,86.9796092,91.109726,6.657351,5.644206,3.9354975,1
2.6615996,0.8358869,89.38280379999999,64.518196,7.4894633,5.3843083,4.0757556,1
1.2161161,0.81483305,91.665365,50.81438,7.149831,4.9049397,4.752277,1
0.046113584,0.5273305,89.88199780000001,40.67479,7.8296633,6.495426,6.200198,1
4.1204143,0.87260765,80.7378878,85.73064,7.2407537,4.4543533,6.2800417,1
1.5159825,0.7236073,82.457156,65.42741,8.083953,3.9401479,5.574903,1
2.91637,0.8674382,76.738676,69.539246,6.8953404,5.1928434,6.505496,1
0.82784617,0.7354651,63.472336399999996,51.283016,9.201058,5.288414,5.8692107,1
3.9043236,0.79012394,59.2962122,36.494892,5.1020417,2.7104962,5.346041,0
3.979538,0.95036143,66.82181399999999,77.618286,5.3715296,7.2872586,5.3055162,1
2.6713772,0.7103399,68.0014108,46.59732,6.943356,6.9618344,5.983911,1
1.6155131,0.5689923,70.66109100000001,49.093594,8.567728,8.085187,1.9895402,1
0.5680134,0.70118856,75.2851822,50.028046,9.644893,6.1699867,6.164057,1
3.25364,0.8604988,77.9432514,69.82765,6.996223,4.8523893,5.184771,1
2.815176,0.8646721,70.15504039999999,73.61756,8.469677,5.8303804,5.0748506,1
0.11829402,0.5871141,85.57646,30.231369,6.3205376,3.0697517,2.3572857,1
3.1508408,0.74403346,53.31854080000001,57.543304,7.07267,4.318489,6.5242596,1
1.6969911,0.626938,65.8280724,45.2668,5.1125965,4.1157746,2.5290117,0
0.5459842,0.5364759,58.3602792,32.386585,5.2402444,5.5280457,4.819283,0
3.2469487,0.8845681,47.524129,70.20211,8.364096,5.167333,5.1478662,0
1.6071669,0.8679796,70.29815919999999,70.84588,5.1406374,3.7185113,7.4797034,1
2.6495228,0.7438617,59.2229146,56.324265,8.083922,6.283368,5.7142153,1
0.8143134,0.57413936,83.638656,54.41755,4.527763,3.303819,3.911566,1
0.24150734,0.58320653,76.11887920000001,58.28667,6.6435943,4.0927324,5.4893293,1
0.0,0.70011,64.1190004,22.628351,7.739098,2.8522356,3.5446904,0
3.7895412,0.83751434,84.9048128,70.72436,6.5487275,3.4360962,6.1456943,1
3.573321,0.736572,83.66361399999998,65.11166,5.669825,5.0993752,5.014648,1
2.5146775,0.6489648,73.01888120000001,35.73104,5.1986794,4.6536417,6.5425706,1
2.8407664,0.8149372,65.76274240000001,56.19001,8.648084,4.2796803,5.274442,1
1.5425823,0.7539422,58.66230399999999,77.23438,3.6084933,3.4951398,4.225878,0
0.81875783,0.64059633,69.39216819999999,43.37715,6.4370546,6.0405912,7.6574206,1
4.1552134,0.87703425,82.805952,84.556885,4.826256,8.920839,4.4177184,1
2.3007722,0.7771678,83.891248,55.81065,6.7519827,5.2766757,3.9012716,1
0.28619644,0.7089651,85.60753439999999,59.16449,4.7704763,6.913649,3.9172487,1
2.86432,0.7922864,62.709087999999994,66.78255,5.9578056,2.8556325,6.3231993,0
2.6109471,0.8086841,52.5281564,69.326416,6.6453776,3.1005547,3.2679272,0
1.784006,0.78248435,69.5044502,83.61395,4.8013306,4.1600504,4.784571,1
0.92361915,0.6330945,48.0838154,40.85551,7.7533693,5.9222016,3.1494668,0
3.516847,0.86623335,65.8856226,89.3409,6.751474,4.418563,5.0341883,1
3.7086015,0.84098005,66.524351,63.140682,6.175807,4.2095385,4.4326673,1
2.1861293,0.8138836,70.819976,52.341087,6.5229855,5.451845,1.3678318,1
2.259948,0.66342795,49.62811,60.72132,6.8351846,5.552562,3.9076884,0
1.2002404,0.7016528,70.1069378,50.229065,9.042279,1.4310112,6.1504054,1
1.5421005,0.74734807,58.070886400000006,66.6239,10.0,4.8832345,7.655223,1
3.3478634,0.9392732,50.6281612,103.84165,4.838799,4.6324234,4.1268353,0
3.6171675,0.7010983,41.7278328,61.01371,6.384515,7.3060765,4.119932,0
2.204157,0.90098983,62.4704342,66.50088,6.323905,5.9933124,4.7181153,1
2.2400615,0.6179467,89.6122632,40.229065,6.9721365,8.783675,4.3680906,1
3.866898,0.73940533,88.856097,62.0189,6.7649984,5.217798,5.916304,1
1.5759361,0.8708429,59.15744900000001,70.735725,7.916057,4.1543927,3.107765,1
2.0538728,0.7116918,55.925476,38.85081,6.3598638,5.872837,6.88002,1
3.35974,0.73456997,70.8121114,65.10115,9.278356,3.2812877,3.3999717,1
1.393789,0.71961117,58.0283434,68.18948,5.7261252,6.883593,2.876632,1
4.4644275,0.91773844,68.812214,75.7428,5.1511984,4.4740887,5.0856686,1
2.3017337,0.6989803,76.74397619999999,27.682503,7.1355486,5.384074,4.377425,1
1.7444687,0.6910747,80.04944800000001,34.04057,5.8269663,3.0339227,3.8732438,1
3.0168772,0.7244794,67.6622898,58.18361,7.498599,6.091146,4.7624125,1
1.4648187,0.7732631,59.09853840000001,64.957565,6.964693,5.1516685,2.3844688,0
0.2602776,0.5358177,58.79273379999999,35.084084,7.022413,8.118712,4.1206098,0
3.052796,0.8759744,61.622572000000005,70.619865,6.4211373,6.257174,3.9853714,0
1.853151,0.80507386,63.372036,63.741714,9.155443,3.3339179,5.5121384,0
2.690315,0.70031667,67.279381,65.83535,7.207619,6.84669,5.171394,1
1.6261125,0.725329,76.873704,34.71333,6.0074725,5.9985003,6.189567,1
2.1797786,0.76435333,58.959090399999994,78.3599,8.097757,5.767303,5.975808,0
2.8693848,0.83932656,82.096901,58.732735,8.896569,4.7307835,1.5333055,1
1.9897801,0.9418702,63.608412799999996,85.4364,7.572315,5.663321,7.22268,1
0.40489966,0.6521639,68.4080734,61.67888,7.176107,5.37367,4.605369,1
0.0,0.6663498,57.58728,57.21443,7.6579566,7.8316565,6.8858643,1
2.1735485,0.6463804,43.2475388,53.718304,3.6497686,4.947165,6.270897,0
2.4281077,0.8360622,78.12454319999999,90.98529,6.091032,3.9359548,3.0029948,1
0.42684695,0.63003874,76.14744600000002,44.900738,6.6168575,3.9486575,2.7756548,1
1.2447834,0.59014857,65.84500299999999,51.710545,4.695418,6.5815005,5.9798503,1
2.9526472,0.7047034,70.9005864,61.162376,7.866079,0.84636897,4.5678954,1
3.4299364,0.7435491,71.02924699999998,71.617035,6.8062177,2.6577992,4.99882,1
0.6481869,0.69895035,54.4607348,28.707642,7.2113423,5.5257635,4.234277,0
0.0,0.7947339,65.8265654,48.438583,8.273411,4.763357,5.5992427,1
0.49342754,0.67108035,76.00829719999999,55.12123,4.4828615,4.194707,7.313845,1
1.8379114,0.86424327,52.3529446,48.899643,5.556304,4.9084883,5.2849545,0
2.2080579,0.64519906,70.34369699999999,45.112534,7.359596,7.8545237,5.399501,1
2.2325773,0.6218156,47.815926000000005,42.65112,5.7119985,3.9470458,4.205884,0
2.3219888,0.6670109,75.25070600000001,57.209747,7.785826,6.3400207,7.84602,1
3.122221,0.8348956,65.6247222,63.712696,7.1776934,4.6067805,5.1848054,1
2.1822639,0.6467537,52.547364800000004,61.77967,6.0118866,3.8304117,3.144538,0
3.4509082,0.68376714,80.064832,70.41645,5.3531923,2.8758898,4.835545,1
1.6752247,0.8267937,53.526709800000006,69.99194,4.6914406,2.4782224,5.8510494,1
1.3467358,0.6792105,56.7754796,42.517677,5.51044,7.924871,4.7789693,1
1.9427243,0.7066201,70.38406599999999,74.94118,4.629786,5.333389,4.359064,1
3.6300418,0.53575855,85.6741038,55.48738,7.001974,1.3731216,5.4383206,1
5.5874968,1.0,58.3897838,94.314125,6.3789024,4.371154,4.817554,1
2.1205485,0.76221246,67.89917399999999,42.905373,8.2459135,5.1744986,3.9240546,1
1.4610329,0.88975376,73.119885,50.320576,5.659612,5.4952903,4.149663,1
5.1031895,0.8319591,74.13947500000002,65.920784,3.4341094,7.6521325,3.9063256,1
2.2076786,0.725591,60.98359000000001,53.888977,6.06616,6.398251,5.7170873,0
2.8706293,0.83325344,67.58881880000001,81.55844,9.297586,5.193187,3.0380955,1
1.196986,0.66906774,64.3037332,62.310898,6.974691,4.4359803,5.7727723,0
4.1876826,0.91834444,65.5225816,61.552673,6.3994765,6.247209,5.4947925,0
3.178854,0.7385782,56.956710199999996,45.16411,3.5444775,5.6806235,3.5133266,0
2.671738,0.8161104,35.662082999999996,60.68014,5.85538,4.0904236,5.704332,0
4.280823,0.8286853,70.901961,54.993587,4.7420635,6.2288847,4.8539867,1
4.4462647,0.9192369,77.341094,88.19534,6.977717,6.710179,6.2353206,1
2.8998456,0.74870765,45.895988,43.957268,8.450505,6.9648757,6.256283,0
3.1892312,0.72864825,58.257204,72.84735,4.705711,5.6370053,4.7443237,0
2.2386446,0.64432776,77.9504212,49.079697,7.351211,4.151258,4.139185,1
0.0,0.5650615,87.81563600000001,36.79324,6.8526998,2.0371513,4.043332,1
1.1212485,0.827705,68.3167124,47.45441,5.842336,3.1046023,5.993255,1
1.2903974,0.74516195,64.13348859999999,64.410286,7.7084856,3.9037027,2.5636103,0
1.2857014,0.55623037,66.8726194,43.142715,4.403779,7.6671133,6.753924,1
2.4692051,0.7596348,85.2340492,64.358345,5.037349,5.327686,3.0304675,1
1.6952941,0.65780693,61.7804582,29.846874,9.269229,6.45251,5.70077,0
1.56418,0.7470687,60.1159676,69.19727,9.875905,5.558196,6.143472,1
3.2041333,0.80623055,66.1478796,72.127914,7.587774,5.714291,6.602208,1
0.9712878,0.61052424,59.592884600000005,43.632713,7.916346,5.132957,8.286431,1
3.0507734,0.7984301,64.9074396,66.910515,5.7337737,1.6900035,4.6047583,1
2.7166023,0.7634621,78.03632939999999,67.4342,4.3708577,2.4124584,3.1789973,1
0.88575363,0.61862576,74.4069222,37.60052,10.0,5.770757,4.5781145,1
1.6288531,0.6907731,60.16316020000001,40.65036,5.032511,6.893012,4.7562346,1
3.555388,0.87730426,64.3659888,78.216835,5.012172,4.5016556,4.3666964,0
1.3210061,0.75700206,49.36010399999999,60.465416,5.618091,8.231199,6.8574386,0
2.518169,0.7118948,78.3250472,40.035408,7.182665,3.2817187,6.124736,1
2.5225694,0.8370159,67.3526878,44.18452,8.194314,5.6765113,4.04278,1
3.9326909,0.86612695,66.3286616,99.963524,7.364209,8.467167,6.5123367,1
1.4390852,0.54683113,98.529962,11.258225,6.9012785,5.8425765,4.419718,1
0.0,0.55124336,72.70576600000001,28.268934,6.389716,4.9561234,4.151768,1
2.8854969,0.7113981,58.792546800000004,48.9179,4.4741516,4.7737927,5.68855,1
3.2023034,0.7060054,63.553928,62.21468,5.8242736,5.2222657,4.4299884,1
1.693742,0.7290424,83.769724,49.570393,6.0543227,2.9958966,6.0557055,1
3.5434444,0.88058376,69.175131,86.02142,3.0,5.6762676,8.840977,1
1.3327115,0.7742047,55.04870999999999,53.259045,8.30821,6.1356244,2.6887715,0
2.2192063,0.73130566,75.752826,39.725594,4.529546,5.8353405,6.697837,1
3.5094292,0.93784183,62.180162599999996,70.6269,5.9786334,5.3365293,3.3366623,0
3.1247637,0.895131,84.22187400000001,100.24148,8.354466,3.6453564,3.9380372,1
1.1252537,0.5726028,76.8682408,43.586166,6.600144,4.3235197,6.061481,1
2.2128468,0.6384732,61.9403702,46.809925,5.4554796,3.184867,2.6437182,0
4.058913,0.8769414,81.810431,81.67153,4.457209,5.9977617,6.014065,1
1.9290864,0.6820767,71.870961,56.180298,6.4656343,7.0222893,4.206126,1
2.6593394,0.7967283,74.47465100000001,61.988186,8.855225,4.7122555,3.04311,1
3.5407321,0.8884795,67.77790680000001,84.4607,5.578882,5.6013184,4.2691193,1
0.9603829,0.7702519,63.452894400000005,52.534756,6.0003843,4.9059486,5.383106,1
1.741203,0.6311682,60.369043399999995,45.77581,7.6656003,7.0626335,6.115058,1
1.4484769,0.6527768,82.59796080000001,42.989265,6.328787,3.1451788,4.511001,1
4.6776004,0.90578085,69.2591456,77.47123,5.5097814,4.272469,6.2489886,1
0.60670125,0.7284179,71.63753320000001,43.640934,5.393163,2.560067,4.879154,1
2.965117,0.711228,60.99846340000001,57.100826,4.800521,6.624019,5.8650417,0
1.0219114,0.7299465,72.82573199999999,59.189266,5.323658,6.70877,3.9984195,1
2.8410268,0.76958185,85.62122120000001,76.53837,6.969799,4.440272,3.4442184,1
2.8338892,0.86585283,56.27920339999999,59.96246,5.57574,4.470499,3.3691766,0
4.64633,1.0,73.58017240000001,58.20785,5.9163127,6.827225,1.9475235,1
1.7705885,0.60102814,82.27728579999999,43.590637,4.6843176,4.8545413,5.018545,1
0.0,0.40493348,63.8196654,-7.041143,5.941985,7.0565057,4.3290596,1
1.8489023,0.6373034,74.9464982,35.80316,6.569326,3.3800573,6.3745465,1
2.5492225,0.6882724,56.7982478,44.367123,10.0,8.164338,5.348444,0
5.2639914,0.84846646,74.0216558,82.0981,6.3812456,3.5657325,6.218652,1
2.7042263,0.75741756,63.044346,38.647366,7.8219504,3.4800963,5.3787003,1
2.7428367,0.83882535,71.68672660000001,71.98399,4.702225,5.4948907,3.9226885,1
4.6024003,0.9070963,81.1881012,78.437744,6.5738254,8.616404,6.5212917,1
2.9394302,0.7975727,83.96521800000001,70.62976,7.6941485,5.476883,4.3906436,1
3.8910928,0.92674315,72.0206572,64.47704,3.1130972,5.796471,6.2069716,1
2.8083124,0.8364103,68.969359,45.779377,7.9648495,2.2032752,5.475562,1
1.9797881,0.70233697,70.8386208,64.90146,7.866718,4.650973,5.718189,1
2.6570594,0.76031506,59.624552400000006,46.058628,3.0,8.258637,5.9309025,1
3.6653595,0.71592945,73.457705,49.344242,6.7560368,8.172357,3.6826334,1
2.0877225,0.8615631,69.5537654,76.65896,5.661322,2.8515468,4.2904525,1
3.7983677,0.89689475,70.2529208,79.33265,6.4979124,5.455476,7.3061757,1
2.2968585,0.70138025,82.5075348,74.44306,8.883744,6.536149,9.18554,1
1.6032108,0.7092983,58.623129600000006,62.75294,8.333336,6.1691775,6.2186527,1
1.0215172,0.6038737,74.636996,36.869293,6.8740125,3.8677378,4.2389007,1
1.8754628,0.6207522,82.66154300000001,31.66168,4.806293,6.1694455,5.4706187,1
1.5686475,0.80616814,64.3097518,73.95919,6.1929727,4.491744,4.4147477,1
3.246533,0.856699,47.269101,66.82448,8.126163,4.7020264,2.9753392,0
0.0,0.5708902,60.366841199999996,30.100702,8.64565,2.8324366,6.850794,1
0.5215688,0.7138007,75.460407,66.015045,4.9608994,4.3526435,4.8377686,1
1.5173564,0.7801173,68.4116392,56.93314,6.648623,3.4000337,5.367395,1
0.83050907,0.6772039,59.251121999999995,38.307026,5.625809,2.353472,2.80849,1
1.3705792,0.52210337,70.96896799999999,47.895138,8.345251,4.0899267,3.807393,1
4.217536,0.8416463,76.24593719999999,67.70786,5.7237267,4.0619617,4.524794,1
3.1235738,0.70205367,74.38115300000001,60.278,7.0461497,5.4598927,6.208887,1
3.6289935,0.79196703,66.5212366,65.20504,9.391217,5.104767,6.560683,1
4.263501,0.97425175,59.369928400000006,88.150764,5.830702,6.315348,4.7220855,0
1.5397193,0.7414697,61.312291200000004,64.553276,7.0182834,3.974246,3.8461235,1
3.0872235,0.65392053,58.5350596,43.17936,4.752171,6.2976584,6.2152834,1
0.81994975,0.65895194,83.47823919999999,20.938793,9.197706,4.855061,5.5112147,1
2.7164533,0.8179581,64.3271656,61.72914,5.4940987,5.722443,7.9202294,1
2.6136863,0.73543906,75.94756600000001,45.631927,6.1422853,3.537144,4.6169376,1
3.7477045,0.84819984,81.95275419999999,71.28616,6.418086,6.4128695,7.387345,1
4.342636,0.782905,78.0405578,69.1865,6.2083673,4.8462133,6.867233,1
2.5177648,0.74244094,61.410793,50.105972,6.478427,4.9779058,8.025783,1
0.90379155,0.70730543,73.241058,38.50377,4.566324,4.5491166,4.653657,1
4.920711,1.0,66.6848292,97.0987,5.8360004,7.4452744,6.1970105,1
2.091581,0.67278826,59.839294599999995,64.588264,5.7906847,4.3948917,3.7087767,0
2.0594575,0.7523099,75.15433999999999,56.248375,7.426675,8.126096,7.714945,1
3.5433164,0.8449596,58.233988599999996,68.524796,3.0683455,4.0421114,7.4644017,0
1.8788605,0.59831214,82.383028,44.14393,5.7689834,4.2918525,3.7019958,1
1.1110885,0.65899247,65.408376,35.063457,6.8041806,5.25113,3.8338463,1
1.8082005,0.71338004,74.1368946,44.022186,5.43651,7.792248,3.1297057,1
